dim_value,forecast_month,year,month_num,target_eom_amount,overall_importance_tier,eom_importance_tier,overall_importance_score,eom_importance_score,eom_risk_flag,has_eom_history,eom_regularity_score,eom_stability_score,eom_recency_score,eom_concentration_score,eom_volume_score,eom_pattern_primary,eom_pattern_confidence_pct,prob_continuous_stable_pct,prob_continuous_volatile_pct,prob_intermittent_active_pct,prob_intermittent_dormant_pct,prob_rare_recent_pct,prob_rare_stale_pct,pattern_uncertainty,general_pattern,segment_name,full_segment_name,combined_priority,recommended_method,forecast_complexity,total_volume_12m,eom_volume_12m,non_eom_volume_12m,avg_monthly_volume,max_transaction,max_eom_transaction,eom_concentration,eom_predictability,eom_frequency,eom_zero_ratio,eom_cv,monthly_cv,transaction_regularity,activity_rate,transaction_dispersion,quarter_end_concentration,year_end_concentration,active_months_12m,total_nonzero_eom_count,months_inactive,months_of_history,cumulative_overall_portfolio_pct,cumulative_eom_portfolio_pct,lag_1m_eom,lag_3m_eom,lag_12m_eom,eom_ma3,eom_yoy_growth,eom_mom_growth,is_quarter_end,is_year_end,month_of_year,is_zero_eom,current_month_has_eom,raw_rf__active_months_12m,raw_rf__rolling_avg_day_dispersion,raw_rf__rolling_avg_monthly_volume,raw_rf__rolling_avg_non_eom,raw_rf__rolling_avg_nonzero_eom,raw_rf__rolling_avg_transactions,raw_rf__rolling_eom_volume_12m,raw_rf__rolling_max_eom,raw_rf__rolling_max_transaction,raw_rf__rolling_non_eom_volume_12m,raw_rf__rolling_nonzero_eom_months,raw_rf__rolling_quarter_end_volume,raw_rf__rolling_std_eom,raw_rf__rolling_std_monthly,raw_rf__rolling_std_transactions,raw_rf__rolling_total_volume_12m,raw_rf__rolling_year_end_volume,raw_rf__rolling_zero_eom_months,raw_rf__total_nonzero_eom_count,raw_rf__eom_amount_12m_ago,raw_rf__eom_amount_3m_ago,raw_rf__eom_amount_1m_ago,raw_rf__eom_ma3,raw_rf__months_of_history,raw_rf__months_since_last_eom,raw_pm__eom_concentration,raw_pm__eom_predictability,raw_pm__eom_frequency,raw_pm__eom_zero_ratio,raw_pm__eom_spike_ratio,raw_pm__eom_cv,raw_pm__monthly_cv,raw_pm__transaction_regularity,raw_pm__activity_rate,raw_pm__quarter_end_concentration,raw_pm__year_end_concentration,raw_pm__transaction_dispersion,raw_pm__has_eom_history,raw_pm__months_inactive,raw_pm__eom_periodicity
series_008,2024-08-01,2024,8,72589.77747501718,HIGH,CRITICAL,0.21331,0.76686,True,False,88.8,91.1,36.8,22.8,90.0,INTERMITTENT_ACTIVE,85.8,9.3,21.7,14.6,34.4,6.8,13.3,1.312,HIGHLY_SEASONAL,HIGH_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,HIGH_HIGHLY_SEASONAL__CRITICALEOM_INTERMITTENT_ACTIVE,71.12,Conservative_MA,3,3326699.99775271,42412.247801430625,3284287.7499512793,277224.9998127258,49537.24114819872,27442.939159851245,0.363,0.174,0.846,0.022,1.877,0.94,0.269,0.677,2.67,0.735,0.465,1,0,11,43,0.2948,0.403,74531.22706395677,28045.79945162337,33522.512697688726,84302.44,1.989,0.138,False,False,8,0,True,1,4.077915701176441,277224.9998127258,273690.6458292733,42412.247801430625,689.2124238684924,42412.247801430625,27442.939159851245,49537.24114819872,3284287.7499512793,0,2445049.0543717216,136231.32634018853,260563.78423529214,44.00063185993527,3326699.99775271,1545837.2910276502,12,0,33522.512697688726,28045.79945162337,74531.22706395677,84302.4368282493,43,10,0.3633465962865219,0.17385638958778968,0.8457478803599823,0.022206196254647908,0.18560406395543316,1.8767288050590112,0.9399000249303315,0.26932914666653895,0.6774765663094328,0.7349773216771662,0.46467589264794296,2.6701217165154163,False,11,0.7922223472439286
series_014,2023-05-01,2023,5,1254.6259687899549,LOW,LOW,0.5402,0.19792,True,True,76.4,54.2,60.0,93.4,60.9,INTERMITTENT_DORMANT,53.4,40.1,3.8,11.5,16.0,14.1,14.5,0.55,VOLATILE,LOW_VOLATILE_INTERMITTENT_DORMANT,LOW_VOLATILE__LOWEOM_INTERMITTENT_DORMANT,71.12,Conservative_MA,1,59387.57334569212,195.67133702703944,59191.902008665085,4948.964445474344,1340.9694811028062,1753.227943062669,0.869,0.28,0.502,0.705,1.286,0.599,0.37,0.877,2.07,0.059,0.124,13,8,-1,37,0.2684,0.2859,1521.4365293492979,490.05658707725973,627.2487205093502,1344.94,1.394,-0.127,False,False,5,0,True,13,0.36965195379078275,4948.964445474344,4932.65850072209,24.45891712837993,817.2005928088621,195.67133702703944,1753.227943062669,1340.9694811028062,59191.902008665085,8,3517.6623282980104,1613.173960374916,2965.294287806515,64.68795433192011,59387.57334569212,7379.109763193566,4,8,627.2487205093502,490.05658707725973,1521.4365293492979,1344.9432352345377,37,3,0.8688020563507779,0.2799639853429432,0.5022250252412861,0.7049711767303302,0.2871442707681314,1.285780782882064,0.5991747001775641,0.3698819730309053,0.8771838052837988,0.059232296086958666,0.12425343127324186,2.0707592510629342,True,-1,0.8479505747274158
series_006,2024-06-01,2024,6,110.74486503648565,NONE,HIGH,0.28732,0.75952,True,True,18.3,93.0,78.7,47.4,33.5,INTERMITTENT_DORMANT,66.4,3.0,6.7,15.9,6.9,62.4,5.1,0.707,STABLE,NONE_STABLE_INTERMITTENT_DORMANT,NONE_STABLE__HIGHEOM_INTERMITTENT_DORMANT,70.97,Moving_Average,3,2054.258276920942,26.342608740786094,2027.915668180156,171.18818974341184,123.93872922595251,63.49379755178322,0.842,0.164,0.812,0.041,1.908,0.108,0.633,0.297,7.98,0.599,0.068,7,1,5,66,0.5815,0.4133,104.18498171103103,80.96263667709869,100.47822581812795,104.67,1.883,-0.009,True,False,6,0,True,7,1.7492511804542743,171.18818974341184,168.99297234834634,26.342608740786094,631.2310926597486,26.342608740786094,63.49379755178322,123.93872922595251,2027.915668180156,1,1229.7854957130112,211.33598903574855,18.490695992547607,78.44081166182038,2054.258276920942,139.64345708664507,11,1,100.47822581812795,80.96263667709869,104.18498171103103,104.67481236183,66,0,0.8423993528040099,0.16392483207649516,0.8119776285884786,0.04120654103450155,0.26263361236607363,1.9083141143033808,0.10801385317680316,0.6329078439753716,0.2966462689140879,0.5986518392206723,0.06797755601401392,7.9794908546825045,True,5,0.504421039715213
series_020,2024-05-01,2024,5,1347.7921153761297,LOW,LOW,0.93687,0.47781,True,False,74.5,73.8,71.1,58.6,77.3,INTERMITTENT_ACTIVE,58.5,15.0,10.0,44.0,11.0,3.5,16.5,0.944,HIGHLY_SEASONAL,LOW_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,LOW_HIGHLY_SEASONAL__LOWEOM_INTERMITTENT_ACTIVE,70.94,ARIMA,3,42745.627626855916,1027.7657859976257,41717.86184085829,3562.1356355713265,963.7461212110227,407.5109059845139,0.214,1.0,0.0,0.78,1.211,0.823,0.373,0.922,1.93,0.261,0.085,1,0,11,62,0.9406,0.4582,1297.5306508929639,1261.855308899812,839.2529564411169,1328.74,0.385,-0.114,False,False,5,0,True,1,3.9141350997922455,3562.1356355713265,3476.488486738191,1027.7657859976257,166.46809677558207,1027.7657859976257,407.5109059845139,963.7461212110227,41717.86184085829,0,11163.223032079522,1632.3112150226839,2932.7711166186905,41.89709503827787,42745.627626855916,3653.777458825238,12,0,839.2529564411169,1261.855308899812,1297.5306508929639,1328.7446245725532,62,9,0.21382240004163322,1.0,0.0,0.780345627286609,0.8448263812292032,1.2111001365868306,0.8233182047679964,0.37328824560789575,0.9224828222570914,0.26115473445676984,0.0854772209855136,1.934508548952879,False,11,0.44295518701592795
series_005,2025-08-01,2025,8,8317.127292359672,MEDIUM,MEDIUM,0.1,0.4691,False,True,80.4,5.4,53.3,16.6,25.9,RARE_RECENT,44.0,7.9,41.1,21.8,16.9,5.8,6.5,1.171,STABLE,MEDIUM_STABLE_RARE_RECENT,MEDIUM_STABLE__MEDIUMEOM_RARE_RECENT,70.84,Exponential_Smoothing,5,131270.78708180084,4879.499563351716,126391.28751844913,10939.232256816736,5931.86900540765,8880.448335655426,0.725,1.0,0.889,0.32,1.067,0.149,0.482,0.856,0.0,0.929,0.33,12,1,0,54,0.9,0.9508,7546.813918265324,3823.1216189890592,1652.3857551715967,8246.2,1.821,-0.267,False,False,8,0,True,12,4.8069123507185765,10939.232256816736,10532.607293204093,4879.499563351716,606.6432613350601,4879.499563351716,8880.448335655426,5931.86900540765,126391.28751844913,1,122003.01516500315,8876.192698414541,1633.3948867565002,55.947525945634624,131270.78708180084,43270.391148826035,11,1,1652.3857551715967,3823.1216189890592,7546.813918265324,8246.196232041855,54,7,0.7247501357524498,1.0,0.8892340991081584,0.31953028758379304,0.5771716266239962,1.0672185703552284,0.1493153128491862,0.4816489238992832,0.8559541458725342,0.9293995859793046,0.32962696507534667,0.0,True,0,0.9362403878072032
series_014,2023-03-01,2023,3,967.3186989048314,LOW,LOW,0.53434,0.1,True,True,85.4,65.2,63.4,87.7,50.0,INTERMITTENT_DORMANT,53.4,40.1,3.8,11.5,16.0,14.1,14.5,0.79,VOLATILE,LOW_VOLATILE_INTERMITTENT_DORMANT,LOW_VOLATILE__LOWEOM_INTERMITTENT_DORMANT,70.72,Conservative_MA,1,33987.13143393957,575.8176503566899,33411.31378358288,2832.2609528282974,1773.9817838633962,625.6078341320396,0.979,0.358,0.45,0.595,1.292,0.603,0.341,0.869,0.84,0.062,0.137,12,5,0,35,0.2691,0.2765,837.7373697033617,291.43329861680746,601.1775830622289,1025.95,-0.409,-0.298,True,False,3,0,True,12,3.420821935288903,2832.2609528282974,2784.276148631907,115.16353007133799,54.012048282417844,575.8176503566899,625.6078341320396,1773.9817838633962,33411.31378358288,5,2120.656175982369,1249.4819103784143,1708.1924481336673,45.973146463029614,33987.13143393957,4658.532099377802,7,5,601.1775830622289,291.43329861680746,837.7373697033617,1025.950072183494,35,5,0.9793281524986286,0.35822673677254674,0.4495987183368755,0.5947347102816133,0.49743665352301625,1.2916962235848841,0.6031197254009611,0.34069997483086645,0.8689584373104685,0.062395856505403115,0.13706752829177543,0.8375789291801691,True,0,0.718392401783846
series_020,2025-04-01,2025,4,1538.528343413363,LOW,LOW,0.8749,0.47269,True,False,66.3,68.6,61.9,63.7,79.4,INTERMITTENT_ACTIVE,58.5,15.0,10.0,44.0,11.0,3.5,16.5,0.989,HIGHLY_SEASONAL,LOW_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,LOW_HIGHLY_SEASONAL__LOWEOM_INTERMITTENT_ACTIVE,70.7,ARIMA,3,71280.93898786121,546.7841902425396,70734.15479761867,5940.078248988434,1355.6387842731224,1884.701469222025,0.254,0.981,0.051,0.681,1.339,0.728,0.367,0.991,2.41,0.336,0.02,2,0,10,73,0.9443,0.4498,1571.2165165658457,614.8273688977341,688.2436369093317,1333.08,0.209,0.099,False,False,4,0,True,2,1.7745106263490014,5940.078248988434,5894.512899801556,546.7841902425396,209.89778272480666,546.7841902425396,1884.701469222025,1355.6387842731224,70734.15479761867,0,23969.90284601902,2060.082758494137,4321.983744070253,81.59241686392426,71280.93898786121,1410.8545751896067,12,0,688.2436369093317,614.8273688977341,1571.2165165658457,1333.084198968865,73,9,0.2539482813209608,0.9805847748512392,0.05057907012531215,0.6807290888404961,0.5475096478124564,1.3389956495202806,0.7275971061166181,0.3666828871281259,0.9914415224661107,0.3362736684782025,0.01979287303482167,2.4148788393606786,False,10,0.1809731153658678
series_008,2023-02-01,2023,2,179113.0476334124,HIGH,CRITICAL,0.1892,0.64454,True,False,93.0,98.1,29.5,22.2,95.4,INTERMITTENT_ACTIVE,85.8,9.3,21.7,14.6,34.4,6.8,13.3,1.224,HIGHLY_SEASONAL,HIGH_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,HIGH_HIGHLY_SEASONAL__CRITICALEOM_INTERMITTENT_ACTIVE,70.58,Conservative_MA,3,8413415.249245636,107230.65065228153,8306184.598593354,701117.9374371363,188527.54490264517,206989.0995227118,0.325,0.171,0.911,0.039,1.781,0.876,0.196,0.745,2.2,0.739,0.508,2,0,10,25,0.2848,0.415,158768.5927491589,119233.89519178252,44805.918929345295,143857.69,-0.167,0.093,False,False,2,0,True,2,2.800019946144592,701117.9374371363,692182.0498827795,107230.65065228153,455.88617564187166,107230.65065228153,206989.0995227118,188527.54490264517,8306184.598593354,0,6216363.4698437555,318963.70156159945,614228.5960808445,64.66727531599051,8413415.249245636,4270908.626478877,12,0,44805.918929345295,119233.89519178252,158768.5927491589,143857.69165899567,25,6,0.3253905905290639,0.17075467899832966,0.9110418339873396,0.038501048652579195,0.7945522944217055,1.7807954572601374,0.8760702918628688,0.19564777502506492,0.7454058854679064,0.7388632660679773,0.5076307896322858,2.2035160206037014,False,10,0.04001313053512434
series_008,2025-07-01,2025,7,72808.5218626051,HIGH,CRITICAL,0.17254,0.84821,True,True,96.8,94.5,38.7,17.1,85.5,INTERMITTENT_ACTIVE,85.8,9.3,21.7,14.6,34.4,6.8,13.3,1.164,HIGHLY_SEASONAL,HIGH_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,HIGH_HIGHLY_SEASONAL__CRITICALEOM_INTERMITTENT_ACTIVE,70.5,Conservative_MA,3,1280809.0079892,16804.974981795705,1264004.0330074043,106734.08399910001,99372.41583537024,81732.4513921697,0.393,0.151,0.986,0.0,1.85,0.804,0.337,0.703,2.83,0.708,0.534,3,2,9,54,0.3069,0.3951,100483.5264520246,35862.970180696124,70976.50544496856,73364.09,-0.247,-0.233,False,False,7,0,True,3,1.1598422607889292,106734.08399910001,105333.66941728369,8402.487490897853,129.92718811041246,16804.974981795705,81732.4513921697,99372.41583537024,1264004.0330074043,2,907004.6988763016,134668.78927170509,85855.33111145243,0.6087530975590005,1280809.0079892,684423.4601200551,10,2,70976.50544496856,35862.970180696124,100483.5264520246,73364.08770965585,54,0,0.39279478503833243,0.1509572321409206,0.9855356786118792,0.0,0.8262692391746262,1.8496294915289548,0.804385327485233,0.3369230895420746,0.7031637974593654,0.7081498437462189,0.5343680875531649,2.834289193382162,True,9,0.042524633519092636
series_008,2023-03-01,2023,3,125245.3534773593,HIGH,CRITICAL,0.23095,0.80605,True,True,85.5,84.1,36.9,17.6,91.5,INTERMITTENT_ACTIVE,85.8,9.3,21.7,14.6,34.4,6.8,13.3,1.169,HIGHLY_SEASONAL,HIGH_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,HIGH_HIGHLY_SEASONAL__CRITICALEOM_INTERMITTENT_ACTIVE,70.49,Conservative_MA,3,2917264.4241598314,53778.01012326192,2863486.4140365697,243105.36867998596,121710.47349793505,142807.89231120044,0.406,0.154,0.951,0.023,1.743,0.917,0.31,0.698,2.74,0.744,0.566,3,1,9,26,0.3032,0.4084,70101.19012637617,149489.9845699872,20634.387822653436,87912.05,0.383,0.282,True,False,3,0,True,3,2.541735874536716,243105.36867998596,238623.8678363808,53778.01012326192,416.411473958925,53778.01012326192,142807.89231120044,121710.47349793505,2863486.4140365697,1,2169613.985880366,218347.89803060968,222874.14361367692,86.61287522923162,2917264.4241598314,1650743.897313464,11,1,20634.387822653436,149489.9845699872,70101.19012637617,87912.05422938667,26,10,0.40635460635656523,0.15391467328724293,0.9513378639851445,0.02346195338332777,0.32397610656153897,1.7433612662531277,0.9167800152824243,0.3096449332505275,0.6980287329442642,0.7437152312667756,0.5658533671622435,2.744896010527475,True,9,0.6788782323905966
series_020,2025-03-01,2025,3,1152.258095760188,LOW,LOW,0.85266,0.40271,True,True,68.4,78.2,70.5,60.4,81.7,INTERMITTENT_ACTIVE,58.5,15.0,10.0,44.0,11.0,3.5,16.5,0.723,HIGHLY_SEASONAL,LOW_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,LOW_HIGHLY_SEASONAL__LOWEOM_INTERMITTENT_ACTIVE,70.36,ARIMA,3,22976.018023530032,604.1675824342058,22371.850441095827,1914.6681686275026,777.1081891119499,1578.8671533753154,0.23,0.86,0.008,0.8,1.035,0.797,0.426,0.977,2.59,0.255,0.091,4,3,8,72,0.9298,0.4749,1650.5929300503424,737.9410214481774,158.726278654528,1419.29,0.933,0.189,True,False,3,0,True,4,1.7796335481041126,1914.6681686275026,1864.320870091319,201.38919414473526,794.8096243265434,604.1675824342058,1578.8671533753154,777.1081891119499,22371.850441095827,3,5857.547090677922,1192.5342928570358,1526.3830456359758,63.36387354152389,22976.018023530032,2095.3274772567593,9,3,158.726278654528,737.9410214481774,1650.5929300503424,1419.2899964768396,72,6,0.22999913861799598,0.8595567966047171,0.00817255667570598,0.8,0.18866708301778723,1.0349541454688378,0.7972050043168251,0.4258515611120863,0.9771517025770741,0.2549417868961947,0.09119628453942313,2.5865818689286844,True,8,0.9746990127084798
series_014,2025-07-01,2025,7,998.2726414120142,LOW,LOW,0.57763,0.15916,True,True,81.1,56.0,47.1,97.1,55.9,INTERMITTENT_DORMANT,53.4,40.1,3.8,11.5,16.0,14.1,14.5,0.606,VOLATILE,LOW_VOLATILE_INTERMITTENT_DORMANT,LOW_VOLATILE__LOWEOM_INTERMITTENT_DORMANT,70.32,Conservative_MA,1,26205.483472590015,372.17693310619,25833.306539483823,2183.790289382501,1230.7421059135238,798.8614321404895,0.879,0.358,0.47,0.734,1.379,0.649,0.298,0.847,1.66,0.002,0.193,14,11,-2,63,0.2544,0.2811,963.3351085120676,565.0751478099078,795.9968905825282,1104.56,0.551,0.101,False,False,7,0,True,14,2.3421763935354685,2183.790289382501,2152.7755449569854,33.83426664601728,106.72593800631675,372.17693310619,798.8614321404895,1230.7421059135238,25833.306539483823,11,48.543697647727264,1376.9177880190512,1417.8765786100491,46.864139858355294,26205.483472590015,5053.353441861606,1,11,795.9968905825282,565.0751478099078,963.3351085120676,1104.562863193196,63,4,0.8789705831492126,0.35810190565179095,0.47044374474188055,0.7343701281945504,0.682125955506534,1.3793003342969106,0.6492732317309527,0.29799315069321725,0.847397570394516,0.0018524251879764864,0.19283572642905944,1.6640966900576235,True,-2,0.7903682248650875
series_005,2023-08-01,2023,8,12307.129504148712,MEDIUM,MEDIUM,0.14838,0.44194,False,True,65.3,6.9,47.6,7.8,39.7,RARE_RECENT,44.0,7.9,41.1,21.8,16.9,5.8,6.5,1.181,STABLE,MEDIUM_STABLE_RARE_RECENT,MEDIUM_STABLE__MEDIUMEOM_RARE_RECENT,70.29,Exponential_Smoothing,5,526052.6109383383,8980.763665647115,517071.8472726912,43837.71757819486,20588.58303652423,6577.308488396302,0.664,1.0,0.843,0.443,1.014,0.228,0.466,1.0,0.06,0.835,0.266,12,9,0,30,0.8885,0.948,13604.848440299867,4324.544201687761,8683.212760220316,12864.51,1.157,0.054,False,False,8,0,True,12,0.4524815554793338,43837.71757819486,43089.3206060576,997.8626295163461,502.5540228671782,8980.763665647115,6577.308488396302,20588.58303652423,517071.8472726912,9,439197.4698902164,12481.474622347545,10011.475976982898,26.308002992419077,526052.6109383383,139741.41925083345,3,9,8683.212760220316,4324.544201687761,13604.848440299867,12864.51408940914,30,11,0.6639446309494894,1.0,0.8430512652966454,0.44310174244163647,0.8962567164715789,1.014166188642125,0.22837584915603967,0.466377553118505,1.0,0.834892671869463,0.2656415277581682,0.06483804130444837,True,0,0.6857127688246809
series_006,2024-11-01,2024,11,106.8282897162855,NONE,HIGH,0.35176,0.83739,True,True,24.7,81.7,87.4,45.9,44.7,INTERMITTENT_DORMANT,66.4,3.0,6.7,15.9,6.9,62.4,5.1,0.656,STABLE,NONE_STABLE_INTERMITTENT_DORMANT,NONE_STABLE__HIGHEOM_INTERMITTENT_DORMANT,70.24,Moving_Average,3,4974.593750424241,51.54408452245831,4923.049665901783,414.5494792020201,110.49431355786677,32.980816843749395,0.91,0.296,0.939,0.041,1.829,0.162,0.682,0.235,8.57,0.511,0.093,9,8,3,71,0.5839,0.4084,86.63486088039808,41.63072062257685,36.8793119182898,111.91,1.951,-0.004,False,False,11,0,True,9,2.6353546925672915,414.5494792020201,410.2541388251486,6.443010565307289,47.820755919817145,51.54408452245831,32.980816843749395,110.49431355786677,4923.049665901783,8,2539.756640533732,195.36685829113648,67.15829327645667,61.5214896596914,4974.593750424241,460.3715192894257,4,8,36.8793119182898,41.63072062257685,86.63486088039808,111.91183216158468,71,8,0.9101296684994737,0.29580015904753854,0.9386109188570682,0.04122750879240406,0.15750054807580383,1.8287932794767348,0.16200308201021474,0.6823632255096838,0.2346291570770288,0.5105455375762368,0.09254454582349855,8.567935616100272,True,3,0.5943317339265958
series_016,2025-02-01,2025,2,15544.276561993784,MEDIUM,CRITICAL,0.18954,0.60195,False,True,90.8,53.1,87.2,100.0,10.8,CONTINUOUS_STABLE,87.9,4.4,27.6,16.0,5.8,4.5,41.7,1.788,INTERMITTENT,MEDIUM_INTERMITTENT_CONTINUOUS_STABLE,MEDIUM_INTERMITTENT__CRITICALEOM_CONTINUOUS_STABLE,70.19,ARIMA,4,548338.9494922351,6244.304430768773,542094.6450614663,45694.91245768626,20990.86698408982,20136.116929511943,0.256,0.649,0.02,0.763,0.39,0.914,0.033,0.316,3.15,1.0,0.0,3,1,9,81,0.6249,0.8631,22639.617928685333,11181.925782769931,14932.038833671622,19882.25,1.419,-0.02,False,False,2,0,True,3,3.687055812697733,45694.91245768626,45174.553755122186,6244.304430768773,977.0482450927145,6244.304430768773,20136.116929511943,20990.86698408982,542094.6450614663,1,548239.3921897693,6056.153376728675,41742.46938360273,3.7046153197350717,548338.9494922351,0.0,11,1,14932.038833671622,11181.925782769931,22639.617928685333,19882.252391683567,81,11,0.25649029176777927,0.6493865221318103,0.0197395133923389,0.7633276906409814,0.5210960689927537,0.3896066409122023,0.9135036514679065,0.03349889450951815,0.3157578207503297,0.9998184383900542,0.0,3.1504439683996894,True,9,0.9716504979316054
series_008,2024-07-01,2024,7,97117.50723120246,HIGH,CRITICAL,0.19259,0.7518,True,False,90.1,87.4,43.8,14.5,92.8,INTERMITTENT_ACTIVE,85.8,9.3,21.7,14.6,34.4,6.8,13.3,0.965,HIGHLY_SEASONAL,HIGH_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,HIGH_HIGHLY_SEASONAL__CRITICALEOM_INTERMITTENT_ACTIVE,70.05,Conservative_MA,3,4786106.48462994,13996.920564838534,4772109.564065102,398842.20705249504,180104.57524107737,124007.591513723,0.403,0.076,0.873,0.058,1.83,0.979,0.265,0.703,3.11,0.73,0.537,1,0,11,42,0.2973,0.3958,143105.2255534231,54302.66887551692,87442.1028755368,124772.53,1.394,0.038,False,False,7,0,True,1,1.9897863864788463,398842.20705249504,397675.79700542515,13996.920564838534,677.9272521029302,13996.920564838534,124007.591513723,180104.57524107737,4772109.564065102,0,3496166.4880663436,177773.32099922196,390583.8505122101,5.5638659328702715,4786106.48462994,2569427.9169619493,12,0,87442.1028755368,54302.66887551692,143105.2255534231,124772.53090103355,42,8,0.4030647479361674,0.07615070851764251,0.8725762377750904,0.05824115051895283,0.4992115035332667,1.8304971582106873,0.9792941760068087,0.26507841259627785,0.7027514646116536,0.7304823867362545,0.5368513895821974,3.109685872463843,False,11,0.3369647878468298
series_016,2023-03-01,2023,3,14505.06450226929,MEDIUM,CRITICAL,0.15854,0.55117,False,False,92.2,48.0,88.2,89.3,14.1,CONTINUOUS_STABLE,87.9,4.4,27.6,16.0,5.8,4.5,41.7,1.719,INTERMITTENT,MEDIUM_INTERMITTENT_CONTINUOUS_STABLE,MEDIUM_INTERMITTENT__CRITICALEOM_CONTINUOUS_STABLE,69.96,ARIMA,4,156589.14415016575,2527.1729533311973,154061.97119683455,13049.095345847147,25398.161806985514,18794.11525695385,0.337,0.607,0.083,0.8,0.372,0.957,0.103,0.204,2.53,1.0,0.013,2,0,10,58,0.636,0.883,15430.11661954741,15628.259313119142,12219.040707911749,15245.77,1.459,-0.225,True,False,3,0,True,2,1.1645227860775802,13049.095345847147,12838.497599736213,2527.1729533311973,520.2207252599525,2527.1729533311973,18794.11525695385,25398.161806985514,154061.97119683455,0,156589.14415016575,5396.968585929843,12488.812858968795,72.87891901041543,156589.14415016575,1981.5872453157729,12,0,12219.040707911749,15628.259313119142,15430.11661954741,15245.766728654968,58,3,0.33697028992076566,0.6066634752069242,0.08320457018005073,0.8,0.8728714781229221,0.37207477326870886,0.9570634996504442,0.10288782180576868,0.20439561549406385,1.0,0.012654691077533904,2.532991867113652,False,10,0.04243972579174127
series_008,2024-06-01,2024,6,91128.70050789524,HIGH,CRITICAL,0.24218,0.71567,True,True,94.5,100.0,28.0,14.6,94.4,INTERMITTENT_ACTIVE,85.8,9.3,21.7,14.6,34.4,6.8,13.3,1.245,HIGHLY_SEASONAL,HIGH_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,HIGH_HIGHLY_SEASONAL__CRITICALEOM_INTERMITTENT_ACTIVE,69.76,Conservative_MA,3,1923980.186209409,51674.80550743523,1872305.3807019738,160331.6821841174,168021.40168242768,90539.98076317506,0.369,0.166,1.0,0.0,1.756,0.897,0.277,0.664,2.41,0.773,0.551,3,2,9,41,0.3149,0.4062,60179.94795320573,86017.40650251633,66712.47456927015,94996.67,0.25,0.154,True,False,6,0,True,3,1.3056342368072793,160331.6821841174,156025.44839183116,25837.402753717615,106.72617899006418,51674.80550743523,90539.98076317506,168021.40168242768,1872305.3807019738,2,1488023.6948775088,160040.68646649888,143791.6372910622,61.59320070866687,1923980.186209409,1060818.52814311,10,2,66712.47456927015,86017.40650251633,60179.94795320573,94996.67418424402,41,0,0.36864284815236115,0.16617627469390223,1.0,0.0,0.8867343919459044,1.7562050767160147,0.8968385744617747,0.27716618553594163,0.664314958993779,0.7734090535564122,0.5513666594629103,2.4113933056789287,True,9,0.6706633160020995
series_016,2023-10-01,2023,10,5964.754014479659,MEDIUM,CRITICAL,0.18451,0.58192,False,True,89.5,40.5,88.9,85.7,7.6,CONTINUOUS_STABLE,87.9,4.4,27.6,16.0,5.8,4.5,41.7,1.734,INTERMITTENT,MEDIUM_INTERMITTENT_CONTINUOUS_STABLE,MEDIUM_INTERMITTENT__CRITICALEOM_CONTINUOUS_STABLE,69.75,ARIMA,4,61490.68283693495,2032.6879502905758,59457.994886644374,5124.223569744579,9706.043591360736,8663.911946370683,0.273,0.674,0.003,0.788,0.56,0.853,0.15,0.21,2.9,1.0,0.0,3,1,9,65,0.6337,0.8779,6006.667073098971,4484.686476129353,3872.604578606775,5354.61,1.139,-0.026,False,False,10,0,True,3,1.3172170374377046,5124.223569744579,4954.832907220364,2032.6879502905758,617.2364680642246,2032.6879502905758,8663.911946370683,9706.043591360736,59457.994886644374,1,61490.68283693495,3340.211236605107,4370.813763965207,34.4568229458775,61490.68283693495,0.0,11,1,3872.604578606775,4484.686476129353,6006.667073098971,5354.608103112146,65,11,0.27259242910957665,0.6741632685685252,0.003020398519317615,0.788098294005293,0.2073779804363417,0.5599914478445585,0.8529709339327427,0.1495444931919356,0.20964193939010134,1.0,0.0,2.896673738363417,True,9,0.4090271209146483
